130,145,0.30000000000000004
130,574,0.30000000000000004
130,468,0.3055555555555556
126,379,0.31818181818181823
242,468,0.3414634146341463
126,130,0.3902439024390244
150,270,0.3902439024390244
347,94,0.39682539682539686
126,81,0.4
46,468,0.4042553191489362
130,485,0.40625
126,498,0.4130434782608695
145,574,0.4137931034482759
130,242,0.42500000000000004
270,389,0.42553191489361697
126,340,0.4285714285714286
126,485,0.4358974358974359
126,574,0.4358974358974359
107,468,0.4418604651162791
347,379,0.4423076923076923
107,130,0.44999999999999996
126,512,0.45614035087719296
126,94,0.4590163934426229
242,46,0.45999999999999996
512,94,0.46376811594202894
379,512,0.4642857142857143
446,566,0.46601941747572817
38,446,0.4716981132075472
126,56,0.4727272727272728
242,574,0.4736842105263158
340,374,0.475
56,94,0.4776119402985075
235,38,0.4787234042553191
126,242,0.47916666666666663
174,584,0.48484848484848486
145,468,0.4864864864864865
468,574,0.4864864864864865
470,94,0.48888888888888893
126,468,0.4893617021276596
379,498,0.4893617021276596
126,46,0.49056603773584906
126,347,0.49090909090909096
379,8,0.49090909090909096
379,94,0.4918032786885246
126,179,0.49295774647887325
340,81,0.5
242,94,0.5081967213114754
179,470,0.51
235,446,0.51
130,46,0.5106382978723405
340,379,0.5116279069767442
126,145,0.5121951219512195
126,394,0.5121951219512195
130,374,0.5121951219512195
485,498,0.5128205128205128
455,94,0.513157894736842
347,512,0.515625
145,485,0.5161290322580645
485,574,0.5161290322580645
145,569,0.5172413793103448
270,521,0.5185185185185186
174,446,0.5196078431372548
126,176,0.52
270,451,0.52
126,374,0.5208333333333333
321,584,0.5212765957446808
584,94,0.5212765957446808
206,270,0.5227272727272727
379,81,0.5238095238095238
38,566,0.5242718446601942
126,26,0.525
126,507,0.525
389,529,0.525
130,340,0.5263157894736843
374,569,0.5277777777777778
373,446,0.528
446,8,0.5280898876404494
107,242,0.5319148936170213
38,455,0.5326086956521738
46,56,0.5333333333333333
130,498,0.5348837209302326
340,498,0.5348837209302326
81,94,0.5357142857142857
458,470,0.5368421052631579
46,94,0.5373134328358209
404,455,0.5375
512,584,0.5384615384615384
229,235,0.5393258426966292
126,133,0.54
468,94,0.540983606557377
174,455,0.5411764705882354
446,94,0.5416666666666667
340,485,0.5428571428571429
126,470,0.5432098765432098
240,559,0.5434782608695652
446,512,0.5434782608695652
455,46,0.5441176470588236
130,569,0.5454545454545454
134,46,0.5471698113207547
498,81,0.5476190476190477
